show_id;type;title;cast_in;country;release_year;rating;duration;listed_in;date_added
703;Movie;Silver Linings Playbook;Bradley Cooper, Jennifer Lawrence, Robert De Niro;United States;2012;R;122 min;Comedies, Dramas, Independent Movies;17.06.2021
704;TV Show;The Gift;Beren Saat, Mehmet Günsür, Metin Akdülger;Turkey;2021;TV-MA;3 Seasons;International TV Shows, TV Dramas, TV Mysteries;17.06.2021
717;Movie;FTA;Jane Fonda, Donald Sutherland, Pamela Donegan;United States;1972;TV-MA;104 min;Documentaries;15.06.2021
719;Movie;Life of Crime;Jennifer Aniston, Mos Def, Isla Fisher;United States;2013;R;101 min;Comedies, Independent Movies;15.06.2021
4184;TV Show;The World's Most Extraordinary Homes;Piers Taylor, Caroline Quentin;United Kingdom;2019;TV-G;3 Seasons;British TV Shows, Docuseries, International TV Shows;18.01.2019
174;Movie;Snervous Tyler Oakley;Tyler Oakley;United States;2015;PG-13;83 min;Documentaries, LGBTQ Movies;01.09.2021
720;TV Show;Power Rangers Dino Fury;Russell Curry, Hunter Deno, Kai Moya;United States;2021;TV-G;1 Season;Kids' TV;15.06.2021
722;Movie;Rogue Warfare: Death of a Nation;Will Yun Lee, Jermaine Love, Rory Markham;United States;2020;R;99 min;Action & Adventure;15.06.2021
727;TV Show;Metallica: Some Kind of Monster;James Hetfield, Lars Ulrich, Kirk Hammett;United States;2014;TV-MA;1 Season;TV Shows;13.06.2021
729;Movie;The Devil Below;Alicia Sanz, Will Patton, Jonathan Sadowski;United States;2021;TV-MA;89 min;Horror Movies;13.06.2021
732;TV Show;Love (ft. Marriage and Divorce);Sung Hoon, Lee Tae-gon, Park Joo-mi;South Korea;2021;TV-14;2 Seasons;International TV Shows, TV Dramas;12.06.2021
734;TV Show;LEGO Friends: The Power of Friendship;Erica Mendez, Marianne Miller, Rachelle Heger;Denmark;2016;TV-Y7;2 Seasons;Kids' TV;11.06.2021
735;TV Show;Lupin;Omar Sy, Ludivine Sagnier, Clotilde Hesme;France;2021;TV-MA;2 Seasons;Crime TV Shows, International TV Shows, TV Action & Adventure;11.06.2021
736;Movie;Sarbath;Kathir, Soori, Rahasya Gorak;India;2021;TV-PG;113 min;Comedies, Dramas, International Movies;11.06.2021
737;Movie;Skater Girl;Rachel Saanchita Gupta, Amy Maghera, Shafin Patel;United States;2021;PG;110 min;Children & Family Movies, Dramas, International Movies;11.06.2021
738;TV Show;Trese;Shay Mitchell, Liza Soberano, Jon Jon Briones;Philippines;2021;TV-MA;1 Season;Anime Series, Crime TV Shows, TV Horror;11.06.2021
740;Movie;Wish Dragon;Jimmy Wong, John Cho, Constance Wu;China;2021;PG;102 min;Children & Family Movies, Comedies;11.06.2021
741;Movie;A Haunted House 2;Marlon Wayans, Jaime Pressly, Essence Atkins;United States;2014;R;86 min;Comedies, Horror Movies;10.06.2021
742;Movie;Blind Intersections;Alaa Hammoud, Ghida Nouri, Carole Hajj;Lebanon;2012;TV-MA;91 min;Dramas, International Movies;10.06.2021
743;Movie;Camellia Sisters;Le Khanh, Kaity Nguyen, Hong Van;Vietnam;2021;TV-MA;117 min;Dramas, International Movies;10.06.2021
744;Movie;Copenhagen;Gethin Anthony, Frederikke Dahl Hansen, Sebastian Armesto;Canada;2014;TV-MA;99 min;Dramas, Independent Movies, Romantic Movies;10.06.2021
747;Movie;Awake;Gina Rodriguez, Ariana Greenblatt, Frances Fisher;United States;2021;TV-MA;97 min;Dramas, Thrillers;09.06.2021
748;Movie;Confusion Na Wa;Ramsey Nouah, OC Ukeje, Ali Nuhu;Nigeria;2013;TV-MA;106 min;Comedies, Dramas, International Movies;09.06.2021
751;Movie;Tragic Jungle;Indira Andrewin, Gilberto Barraza, Gabino Rodríguez;Mexico;2021;TV-MA;97 min;Dramas, Independent Movies, International Movies;09.06.2021
753;Movie;Vampire Academy;Zoey Deutch, Lucy Fry, Danila Kozlovsky;United States;2014;PG-13;104 min;Action & Adventure, Comedies, Sci-Fi & Fantasy;07.06.2021
754;TV Show;Newly Rich, Newly Poor;Martín Karpan, Carolina Acevedo, Jhon Álex Toro;Colombia;2007;TV-MA;1 Season;International TV Shows, Romantic TV Shows, Spanish-Language TV Shows;06.06.2021
755;Movie;A Private War;Rosamund Pike, Jamie Dornan, Tom Hollander;United Kingdom;2018;R;110 min;Dramas, Independent Movies;05.06.2021
757;Movie;Small Chops;Chika Ike, Max Cavenham, Nkem Owoh;Nigeria;2020;TV-MA;98 min;Dramas, International Movies, Romantic Movies;05.06.2021
759;TV Show;Feel Good;Mae Martin, Charlotte Ritchie, Lisa Kudrow;United Kingdom;2021;TV-MA;2 Seasons;Romantic TV Shows, TV Comedies, TV Dramas;04.06.2021
764;TV Show;Sweet Tooth;Nonso Anozie, Christian Convery, Adeel Akhtar;United States;2021;TV-14;1 Season;TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy;04.06.2021
765;Movie;Trippin' with the Kandasamys;Jailoshini Naidoo, Maeshni Naicker, Madhushan Singh;South Africa;2021;TV-14;94 min;Comedies, International Movies, Romantic Movies;04.06.2021
766;Movie;Xtreme;Teo García, Óscar Jaenada, Óscar Casas;Spain;2021;TV-MA;112 min;Action & Adventure, International Movies;04.06.2021
768;TV Show;Creator's File: GOLD;Ryuji Akiyama, Ryusei Yokohama, Yumi Adachi;Japan;2021;TV-14;1 Season;International TV Shows, TV Comedies;03.06.2021
769;Movie;Dancing Queens;Molly Nutley, Fredrik Quiñones, Marie Göranzon;Sweden;2021;TV-MA;111 min;Comedies, Dramas, International Movies;03.06.2021
773;TV Show;Summertime;Coco Rebecca Edogamhe, Ludovico Tersigni, Amanda Campana;Italy;2021;TV-MA;2 Seasons;International TV Shows, Romantic TV Shows, TV Dramas;03.06.2021
774;Movie;The Girl and the Gun;Janine Gutierrez, Felix Roco, JC Santos;Philippines;2019;TV-MA;78 min;Dramas, International Movies, Thrillers;03.06.2021
775;Movie;2 Hearts;Jacob Elordi, Adan Canto, Radha Mitchell;United States;2020;PG-13;101 min;Dramas, Faith & Spirituality, Romantic Movies;02.06.2021
776;Movie;A Perfect Ending;Barbara Niven, Jessica Clark, John Heard;United States;2012;TV-MA;110 min;Dramas, Independent Movies, LGBTQ Movies;02.06.2021
783;Movie;Bliss;Craig Sheffer, Sheryl Lee, Terence Stamp;Canada;1997;R;103 min;Dramas, Romantic Movies;02.06.2021
784;Movie;Carnaval;Giovana Cordeiro, Gkay, Bruna Inocencio;Brazil;2021;TV-MA;95 min;Comedies, International Movies, Music & Musicals;02.06.2021
785;Movie;Cloudburst;Olympia Dukakis, Ryan Doucette, Brenda Fricker;United States;2011;TV-MA;93 min;Comedies, Dramas, Independent Movies;02.06.2021
787;Movie;Company of Heroes;Tom Sizemore, Chad Michael Collins, Vinnie Jones;United States;2013;R;101 min;Action & Adventure, Dramas;02.06.2021
788;Movie;Cradle 2 the Grave;Jet Li, DMX, Anthony Anderson;United States;2003;R;101 min;Action & Adventure;02.06.2021
185;TV Show;Sparking Joy;Marie Kondo;United States;2021;TV-PG;1 Season;Reality TV;31.08.2021
191;Movie;Thimmarusu;Satya Dev, Priyanka Jawalkar, Brahmaji;India;2021;TV-14;125 min;Dramas, International Movies;28.08.2021
789;Movie;Domestic Disturbance;John Travolta, Vince Vaughn, Teri Polo;United States;2001;PG-13;89 min;Thrillers;02.06.2021
1139;Movie;The Pianist;Adrien Brody, Thomas Kretschmann, Frank Finlay;United Kingdom;2002;R;149 min;Dramas, Independent Movies, International Movies;01.04.2021
790;TV Show;Downton Abbey;Hugh Bonneville, Jessica Brown Findlay, Samantha Bond;United Kingdom;2015;TV-14;6 Seasons;British TV Shows, International TV Shows, TV Dramas;02.06.2021
792;Movie;Felon;Stephen Dorff, Val Kilmer, Harold Perrineau;United States;2008;R;104 min;Action & Adventure, Dramas;02.06.2021
793;Movie;Flipped;Madeline Carroll, Callan McAuliffe, Rebecca De Mornay;United States;2010;PG;90 min;Comedies, Dramas, Romantic Movies;02.06.2021
794;Movie;Fools Rush In;Matthew Perry, Salma Hayek, Jon Tenney;United States;1997;PG-13;109 min;Comedies, Romantic Movies;02.06.2021
795;Movie;Gold Statue;Gabriel Afolayan, Kunle Remi, Richard Mofe-Damijo;Nigeria;2019;TV-14;145 min;Comedies, Dramas, International Movies;02.06.2021
796;TV Show;Happy Endings;Eliza Coupe, Elisha Cuthbert, Zachary Knighton;United States;2012;TV-14;3 Seasons;TV Comedies;02.06.2021
797;Movie;Hostel: Part III;Kip Pardue, Brian Hallisay, John Hensley;United States;2011;R;88 min;Cult Movies, Horror Movies;02.06.2021
798;Movie;I Am Sam;Sean Penn, Michelle Pfeiffer, Dakota Fanning;United States;2001;PG-13;132 min;Dramas;02.06.2021
799;Movie;Love Jones;Larenz Tate, Nia Long, Isaiah Washington;United States;1997;R;109 min;Comedies, Dramas, Independent Movies;02.06.2021
800;Movie;Million Dollar Baby;Clint Eastwood, Hilary Swank, Morgan Freeman;United States;2004;PG-13;133 min;Dramas, Sports Movies;02.06.2021
801;Movie;Mosquita y Mari;Fenessa Pineda, Venecia Troncoso, Joaquín Garrido;United States;2012;TV-14;85 min;Dramas, Independent Movies, LGBTQ Movies;02.06.2021
802;Movie;Never Back Down 2: The Beatdown;Michael Jai White, Dean Geyer, Alex Meraz;United States;2011;R;104 min;Action & Adventure, Dramas, Sports Movies;02.06.2021
804;TV Show;Ouran High School Host Club;Maaya Sakamoto, Mamoru Miyano, Masaya Matsukaze;Japan;2006;TV-PG;1 Season;Anime Series, Romantic TV Shows, Teen TV Shows;02.06.2021
805;Movie;Population 436;Jeremy Sisto, Fred Durst, Charlotte Sullivan;Canada;2006;R;93 min;Horror Movies, Thrillers;02.06.2021
809;Movie;Sniper: Legacy;Tom Berenger, Chad Michael Collins, Doug Allen;United States;2014;R;98 min;Action & Adventure;02.06.2021
810;Movie;Starsky & Hutch;Ben Stiller, Owen Wilson, Vince Vaughn;United States;2004;PG-13;101 min;Action & Adventure, Comedies;02.06.2021
811;Movie;Streets of Fire;Michael Paré, Diane Lane, Rick Moranis;United States;1984;PG;94 min;Action & Adventure, Classic Movies, Cult Movies;02.06.2021
813;Movie;Swordfish;John Travolta, Hugh Jackman, Halle Berry;United States;2001;R;99 min;Action & Adventure;02.06.2021
815;Movie;The Four Seasons;Alan Alda, Carol Burnett, Len Cariou;United States;1981;PG;108 min;Comedies, Romantic Movies;02.06.2021
817;Movie;The Interpreter;Nicole Kidman, Sean Penn, Catherine Keener;United Kingdom;2005;PG-13;128 min;Thrillers;02.06.2021
818;Movie;The Meddler;Susan Sarandon, Rose Byrne, J.K. Simmons;United States;2015;PG-13;104 min;Comedies, Dramas, Independent Movies;02.06.2021
819;Movie;The Mirror Has Two Faces;Barbra Streisand, Jeff Bridges, Lauren Bacall;United States;1996;PG-13;127 min;Comedies, Dramas, Romantic Movies;02.06.2021
820;Movie;The Outlaw Josey Wales;Clint Eastwood, Sondra Locke, Chief Dan George;United States;1976;PG;136 min;Action & Adventure, Classic Movies;02.06.2021
821;TV Show;The Platform;Maxim Khalil, Abdulmohsen Alnemr, Samr Ismaiel;United Arab Emirates;2021;TV-14;3 Seasons;International TV Shows, TV Dramas, TV Mysteries;02.06.2021
823;Movie;The Wind;Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman;United States;2019;R;88 min;Horror Movies;02.06.2021
824;Movie;Then Came You;Asa Butterfield, Maisie Williams, Nina Dobrev;United States;2019;TV-MA;97 min;Comedies, Dramas, Independent Movies;02.06.2021
844;TV Show;JoJo's Bizarre Adventure;Kazuyuki Okitsu, Tomokazu Sugita, Daisuke Ono;Japan;2016;TV-MA;3 Seasons;Anime Series, International TV Shows;26.05.2021
847;Movie;Home;Jim Parsons, Rihanna, Steve Martin;United States;2015;PG;94 min;Children & Family Movies, Comedies, Sci-Fi & Fantasy;25.05.2021
849;TV Show;Master of None;Aziz Ansari, Noël Wells, Eric Wareheim;United States;2021;TV-MA;3 Seasons;TV Comedies, TV Dramas;23.05.2021
851;Movie;99 Songs;Ehan Bhat, Edilsy Vargas, Manisha Koirala;India;2021;TV-14;131 min;Dramas, International Movies, Music & Musicals;21.05.2021
854;Movie;Army of the Dead;Dave Bautista, Ella Purnell, Omari Hardwick;United States;2021;R;148 min;Action & Adventure, Horror Movies;21.05.2021
856;TV Show;Jurassic World Camp Cretaceous;Paul-Mikél Williams, Jenna Ortega, Sean Giambrone;United States;2021;TV-Y7;3 Seasons;Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy;21.05.2021
858;TV Show;The Neighbor;Quim Gutiérrez, Clara Lago, Adrián Pino;Spain;2021;TV-MA;2 Seasons;International TV Shows, Spanish-Language TV Shows, TV Comedies;21.05.2021
233;TV Show;Wheel of Fortune;Pat Sajak, Vanna White;United States;2019;TV-G;3 Seasons;Reality TV;25.08.2021
234;Movie;Count Me In;NULL;United Kingdom;2021;TV-MA;82 min;Documentaries, Music & Musicals;24.08.2021
860;Movie;Asmaa;Hend Sabry, Maged El-Kidwani, Hany Adel;Egypt;2011;TV-14;92 min;Dramas, International Movies;20.05.2021
864;Movie;Spy Kids: All the Time in the World;Jessica Alba, Joel McHale, Rowan Blanchard;United States;2011;PG;88 min;Children & Family Movies, Comedies;20.05.2021
866;Movie;Sabotage;Arnold Schwarzenegger, Sam Worthington, Olivia Williams;United States;2014;R;109 min;Action & Adventure, Dramas;19.05.2021
867;Movie;Small Town Crime;John Hawkes, Anthony Anderson, Octavia Spencer;United States;2017;R;92 min;Thrillers;19.05.2021
869;TV Show;The Magic School Bus;Lily Tomlin, Daniel DeSanto, Erica Luttrell;Canada;1997;TV-Y;1 Season;Kids' TV;19.05.2021
870;TV Show;Who Killed Sara?;Manolo Cardona, Ginés García Millán, Carolina Miranda;Mexico;2021;TV-MA;2 Seasons;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;19.05.2021
872;Movie;Sardar Ka Grandson;Arjun Kapoor, Neena Gupta, Rakul Preet Singh;India;2021;TV-14;140 min;Comedies, Dramas, International Movies;18.05.2021
873;Movie;Sleight;Jacob Latimore, Seychelle Gabriel, Sasheer Zamata;United States;2016;R;89 min;Dramas, Independent Movies, Sci-Fi & Fantasy;16.05.2021
874;Movie;Ahaan;Arif Zakaria, Abuli Mamaji, Niharika Singh;India;2021;TV-MA;81 min;Dramas, Independent Movies, International Movies;15.05.2021
878;Movie;Cinema Bandi;Vikas Vasistha, Sandeep Varanasi, Rag Mayur;India;2021;TV-MA;99 min;Comedies, Independent Movies, International Movies;14.05.2021
879;Movie;Ferry;Frank Lammers, Elise Schaap, Huub Stapel;Belgium;2021;TV-MA;107 min;Dramas, International Movies, Thrillers;14.05.2021
880;TV Show;Halston;Ewan McGregor, Bill Pullman, Rebecca Dayan;United States;2021;TV-MA;1 Season;TV Dramas;14.05.2021
891;TV Show;Castlevania;Richard Armitage, James Callis, Graham McTavish;United States;2021;TV-MA;4 Seasons;Anime Series, TV Horror, TV Thrillers;13.05.2021
892;Movie;Layer Cake;Daniel Craig, Colm Meaney, Kenneth Cranham;United Kingdom;2004;R;105 min;Independent Movies, International Movies, Thrillers;13.05.2021
893;Movie;Tottaa Pataaka Item Maal;Shalini Vatsa, Chitrangada Chakraborty, Vinay Sharma;India;2018;TV-MA;107 min;Dramas, Independent Movies, International Movies;13.05.2021
895;Movie;Dance of the Forty One;Alfonso Herrera, Emiliano Zurita, Mabel Cadena;Mexico;2021;TV-MA;99 min;Dramas, Independent Movies, International Movies;12.05.2021
897;TV Show;The Upshaws;Mike Epps, Wanda Sykes, Kim Fields;United States;2021;TV-14;1 Season;TV Comedies;12.05.2021
900;Movie;Illegal Woman;Daniel Faraldo, Isak Férriz, Yolanda Sey;Spain;2020;TV-MA;119 min;Dramas, International Movies;11.05.2021
902;Movie;Deadly Switch;Teri Polo, Dylan Walsh, Danika Yarosh;United States;2019;TV-PG;86 min;Independent Movies, Thrillers;10.05.2021
903;TV Show;Mine;Lee Bo-young, Kim Seo-hyung, Lee Hyun-wook;South Korea;2021;TV-14;1 Season;International TV Shows, TV Dramas;09.05.2021
904;Movie;Nayattu;Kunchacko Boban, Joju George, Nimisha Sajayan;India;2021;TV-MA;122 min;Dramas, International Movies, Thrillers;09.05.2021
905;Movie;Sleepless;Jamie Foxx, Michelle Monaghan, Scoot McNairy;United States;2017;R;95 min;Action & Adventure;08.05.2021
906;Movie;Super Me;Darren Wang, Song Jia, Cao Bingkun;China;2021;TV-14;104 min;Action & Adventure, Dramas, International Movies;08.05.2021
907;Movie;Have You Ever Seen Fireflies? - Theatre Play;Demet Akbağ, Zerrin Sümer, Sinan Bengier;Turkey;1999;TV-MA;118 min;Dramas, International Movies;07.05.2021
909;TV Show;Jupiter's Legacy;Josh Duhamel, Ben Daniels, Leslie Bibb;United States;2021;TV-MA;1 Season;TV Action & Adventure, TV Sci-Fi & Fantasy;07.05.2021
910;Movie;Milestone;Suvinder Vicky, Lakshvir Saran, Mohinder Gujral;India;2021;TV-14;98 min;Dramas, Independent Movies, International Movies;07.05.2021
911;Movie;Monster;Kelvin Harrison Jr., Jennifer Hudson, Jeffrey Wright;United States;2021;TV-MA;99 min;Dramas;07.05.2021
914;Movie;Time to Dance;Sooraj Pancholi, Isabelle Kaif, Rajpal Yadav;India;2020;TV-PG;107 min;Dramas, International Movies, Romantic Movies;07.05.2021
916;Movie;And Tomorrow the Entire World;Mala Emde, Noah Saavedra, Tonio Schneider;Germany;2020;TV-MA;112 min;Dramas, International Movies, Thrillers;06.05.2021
918;Movie;Framing John DeLorean;Alec Baldwin, Josh Charles, Morena Baccarin;United States;2019;TV-MA;109 min;Documentaries, Dramas;05.05.2021
921;TV Show;Selena: The Series;Christian Serratos, Gabriel Chavarria, Ricardo Chavira;Mexico;2020;TV-PG;2 Seasons;TV Dramas;04.05.2021
264;TV Show;Mother Goose Club;NULL;United States;2016;TV-Y;2 Seasons;Kids' TV;16.08.2021
267;TV Show;The Creative Indians;NULL;India;2020;TV-MA;1 Season;Docuseries, International TV Shows;15.08.2021
922;TV Show;StartUp;Adam Brody, Edi Gathegi, Otmara Marrero;United States;2018;TV-MA;3 Seasons;Crime TV Shows, TV Dramas;04.05.2021
923;Movie;The Clovehitch Killer;Dylan McDermott, Charlie Plummer, Samantha Mathis;United States;2018;TV-MA;109 min;Dramas, Independent Movies, Thrillers;04.05.2021
925;Movie;Aliens Stole My Body;Jayden Greig, Lauren McNamara, Dan Payne;United States;2020;PG;88 min;Children & Family Movies, Comedies;01.05.2021
927;Movie;Au coeur des gangs;Tyrese Gibson, Meagan Good, Larenz Tate;United States;2006;R;97 min;Action & Adventure, Dramas;01.05.2021
929;Movie;Best of the Best;Eric Roberts, James Earl Jones, Sally Kirkland;United States;1989;PG-13;97 min;Action & Adventure, Sports Movies;01.05.2021
931;Movie;Due Date;Robert Downey Jr., Zach Galifianakis, Michelle Monaghan;United States;2010;R;95 min;Action & Adventure, Comedies;01.05.2021
932;Movie;Fun with Dick & Jane;Jim Carrey, Téa Leoni, Alec Baldwin;United States;2005;PG-13;91 min;Comedies;01.05.2021
933;Movie;Green Zone;Matt Damon, Greg Kinnear, Brendan Gleeson;United Kingdom;2010;R;115 min;Action & Adventure;01.05.2021
934;Movie;Hachi: A Dog's Tale;Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa;United Kingdom;2009;G;93 min;Children & Family Movies, Dramas;01.05.2021
951;Movie;The Lovely Bones;Mark Wahlberg, Rachel Weisz, Susan Sarandon;United States;2009;PG-13;136 min;Dramas, International Movies, Sci-Fi & Fantasy;01.05.2021
1163;Movie;Keeping the Bees;Meryem Uzerli, Feyyaz Duman, Hakan Karsak;Turkey;2020;TV-14;93 min;Dramas, International Movies;26.03.2021
952;Movie;The Sweetest Thing;Cameron Diaz, Christina Applegate, Selma Blair;United States;2002;R;89 min;Comedies, Romantic Movies;01.05.2021
953;Movie;The Whole Nine Yards;Bruce Willis, Matthew Perry, Rosanna Arquette;United States;2000;R;99 min;Action & Adventure, Comedies;01.05.2021
954;Movie;The Whole Truth;Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw;United States;2016;R;93 min;Dramas, Thrillers;01.05.2021
955;Movie;The Yeti Adventures;Rachelle Lefevre, Noel Fisher, Colm Feore;Canada;2018;TV-PG;85 min;Children & Family Movies, Comedies;01.05.2021
956;Movie;Under Siege;Steven Seagal, Tommy Lee Jones, Gary Busey;France;1992;R;102 min;Action & Adventure;01.05.2021
957;Movie;Zack and Miri Make a Porno;Seth Rogen, Elizabeth Banks, Craig Robinson;United States;2008;R;101 min;Comedies, Independent Movies, Romantic Movies;01.05.2021
960;Movie;The Disciple;Aditya Modak, Arun Dravid, Sumitra Bhave;India;2021;TV-MA;128 min;Dramas, Independent Movies, International Movies;30.04.2021
963;Movie;The Strangers: Prey at Night;Bailee Madison, Martin Henderson, Emma Bellomy;United States;2018;R;85 min;Horror Movies;30.04.2021
967;Movie;Get the Grift;Marcus Majella, Samantha Schmütz, Caito Mainier;Brazil;2021;TV-MA;95 min;Comedies, International Movies;28.04.2021
969;TV Show;Sexify;Aleksandra Skraba, Maria Sobocińska, Sandra Drzymalska;Poland;2021;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;28.04.2021
